Datum,MunicipalityCode,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal,AantalCumulatief,population,populationMunicipalityName,infectionsPerPopulation,infectionsPer1000,infectionsPer10000
2020-04-03,GM0415,415,Landsmeer,Noord-Holland,27,4,13,11565,Landsmeer,0.001124081279723303,1.124081279723303,11.24081279723303
2020-04-03,GM0416,416,Langedijk,Noord-Holland,27,2,21,,,,,
2020-04-03,GM0417,417,Laren,Noord-Holland,27,0,14,11571,Laren,0.0012099213551119178,1.209921355111918,12.099213551119178
2020-04-03,GM0420,420,Medemblik,Noord-Holland,27,1,27,45478,Medemblik,0.0005936936540744975,0.5936936540744976,5.936936540744975
2020-04-03,GM0431,431,Oostzaan,Noord-Holland,27,0,11,9665,Oostzaan,0.0011381272633212622,1.1381272633212622,11.381272633212623
2020-04-03,GM0432,432,Opmeer,Noord-Holland,27,0,3,12126,Opmeer,0.00024740227610094015,0.24740227610094015,2.4740227610094014
2020-04-03,GM0437,437,Ouder-Amstel,Noord-Holland,27,0,13,14187,Ouder-Amstel,0.0009163318531049552,0.9163318531049552,9.163318531049551
2020-04-03,GM0439,439,Purmerend,Noord-Holland,27,6,90,92504,Purmerend,0.0009729309002853931,0.9729309002853931,9.729309002853931
2020-04-03,GM0441,441,Schagen,Noord-Holland,27,3,27,46856,Schagen,0.0005762335666723579,0.5762335666723579,5.762335666723579
2020-04-03,GM0448,448,Texel,Noord-Holland,27,0,5,13690,Texel,0.0003652300949598247,0.36523009495982467,3.652300949598247
2020-04-03,GM0450,450,Uitgeest,Noord-Holland,27,1,10,13534,Uitgeest,0.0007388798581350672,0.7388798581350673,7.388798581350673
2020-04-03,GM0451,451,Uithoorn,Noord-Holland,27,0,20,31004,Uithoorn,0.0006450780544445878,0.6450780544445879,6.450780544445879
2020-04-03,GM0453,453,Velsen,Noord-Holland,27,12,67,68452,Velsen,0.0009787880558639632,0.9787880558639631,9.787880558639632
2020-04-03,GM0457,457,Weesp,Noord-Holland,27,1,17,,,,,
2020-04-03,GM0473,473,Zandvoort,Noord-Holland,27,2,19,17161,Zandvoort,0.0011071615873200862,1.1071615873200862,11.071615873200862
2020-04-03,GM0479,479,Zaanstad,Noord-Holland,27,6,117,157375,Zaanstad,0.0007434471803018268,0.7434471803018268,7.434471803018268
2020-04-03,GM0482,482,Alblasserdam,Zuid-Holland,28,1,13,20129,Alblasserdam,0.0006458343683243082,0.6458343683243082,6.458343683243082
2020-04-03,GM0484,484,Alphen aan den Rijn,Zuid-Holland,28,3,62,113026,Alphen aan den Rijn,0.0005485463521667581,0.5485463521667581,5.485463521667581
2020-04-03,GM0489,489,Barendrecht,Zuid-Holland,28,4,42,48712,Barendrecht,0.0008622105436032189,0.8622105436032189,8.62210543603219
2020-04-03,GM0498,498,Drechterland,Noord-Holland,27,4,18,20006,Drechterland,0.0008997300809757073,0.8997300809757073,8.997300809757073
2020-04-03,GM0501,501,Brielle,Zuid-Holland,28,2,18,17750,Brielle,0.0010140845070422536,1.0140845070422537,10.140845070422536
2020-04-03,GM0502,502,Capelle aan den IJssel,Zuid-Holland,28,6,69,67281,Capelle aan den IJssel,0.0010255495607972534,1.0255495607972533,10.255495607972534
2020-04-03,GM0503,503,Delft,Zuid-Holland,28,4,47,104638,Delft,0.0004491676064144957,0.4491676064144957,4.491676064144957
2020-04-03,GM0505,505,Dordrecht,Zuid-Holland,28,3,79,119589,Dordrecht,0.0006605958742024768,0.6605958742024768,6.605958742024768
2020-04-03,GM0512,512,Gorinchem,Zuid-Holland,28,5,55,37858,Gorinchem,0.0014527972951555814,1.4527972951555814,14.527972951555814
2020-04-03,GM0513,513,Gouda,Zuid-Holland,28,5,67,74131,Gouda,0.0009038054255304798,0.9038054255304798,9.038054255304798
2020-04-03,GM0518,518,'s-Gravenhage,Zuid-Holland,28,28,296,553769,'s-Gravenhage,0.0005345189058975855,0.5345189058975854,5.345189058975855
2020-04-03,GM0523,523,Hardinxveld-Giessendam,Zuid-Holland,28,1,14,18501,Hardinxveld-Giessendam,0.0007567158531971245,0.7567158531971245,7.567158531971245
2020-04-03,GM0530,530,Hellevoetsluis,Zuid-Holland,28,2,23,40620,Hellevoetsluis,0.0005662235352043328,0.5662235352043328,5.662235352043328
2020-04-03,GM0531,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,2,11,31767,Hendrik-Ido-Ambacht,0.0003462712878143986,0.3462712878143986,3.462712878143986
2020-04-03,GM0532,532,Stede Broec,Noord-Holland,27,2,24,21943,Stede Broec,0.0010937428792781297,1.0937428792781296,10.937428792781297
2020-04-03,GM0534,534,Hillegom,Zuid-Holland,28,1,13,22295,Hillegom,0.0005830903790087463,0.5830903790087464,5.830903790087463
2020-04-03,GM0537,537,Katwijk,Zuid-Holland,28,3,32,66160,Katwijk,0.0004836759371221282,0.4836759371221282,4.836759371221282
2020-04-03,GM0542,542,Krimpen aan den IJssel,Zuid-Holland,28,0,24,29431,Krimpen aan den IJssel,0.0008154666847881485,0.8154666847881485,8.154666847881485
2020-04-03,GM0546,546,Leiden,Zuid-Holland,28,2,50,125304,Leiden,0.00039902956010981293,0.39902956010981294,3.990295601098129
2020-04-03,GM0547,547,Leiderdorp,Zuid-Holland,28,2,9,27443,Leiderdorp,0.0003279524833290821,0.3279524833290821,3.279524833290821
2020-04-03,GM0553,553,Lisse,Zuid-Holland,28,0,7,23005,Lisse,0.0003042816778961095,0.30428167789610955,3.0428167789610954
2020-04-03,GM0556,556,Maassluis,Zuid-Holland,28,1,21,34408,Maassluis,0.0006103231806556615,0.6103231806556615,6.103231806556615
2020-04-03,GM0569,569,Nieuwkoop,Zuid-Holland,28,2,17,29284,Nieuwkoop,0.0005805217866411693,0.5805217866411693,5.8052178664116925
2020-04-03,GM0575,575,Noordwijk,Zuid-Holland,28,3,21,44390,Noordwijk,0.0004730795224149583,0.4730795224149583,4.730795224149583
2020-04-03,GM0579,579,Oegstgeest,Zuid-Holland,28,2,18,25534,Oegstgeest,0.0007049424297015744,0.7049424297015744,7.049424297015744
2020-04-03,GM0589,589,Oudewater,Utrecht,26,0,28,10166,Oudewater,0.0027542789691127286,2.7542789691127285,27.542789691127286
2020-04-03,GM0590,590,Papendrecht,Zuid-Holland,28,3,14,32151,Papendrecht,0.00043544524276072284,0.43544524276072283,4.354452427607228
2020-04-03,GM0597,597,Ridderkerk,Zuid-Holland,28,1,44,47058,Ridderkerk,0.0009350163627863488,0.9350163627863488,9.350163627863488
2020-04-03,GM0599,599,Rotterdam,Zuid-Holland,28,48,554,656338,Rotterdam,0.0008440772894453772,0.8440772894453772,8.440772894453772
2020-04-03,GM0603,603,Rijswijk,Zuid-Holland,28,2,27,57220,Rijswijk,0.0004718629849702901,0.4718629849702901,4.718629849702901
2020-04-03,GM0606,606,Schiedam,Zuid-Holland,28,3,42,79759,Schiedam,0.0005265863413533269,0.5265863413533269,5.265863413533269
2020-04-03,GM0610,610,Sliedrecht,Zuid-Holland,28,1,10,25942,Sliedrecht,0.00038547529103384473,0.38547529103384476,3.8547529103384472
2020-04-03,GM0613,613,Albrandswaard,Zuid-Holland,28,1,32,25990,Albrandswaard,0.0012312427856868025,1.2312427856868025,12.312427856868025
2020-04-03,GM0614,614,Westvoorne,Zuid-Holland,28,1,16,14950,Westvoorne,0.0010702341137123746,1.0702341137123745,10.702341137123746
2020-04-03,GM0622,622,Vlaardingen,Zuid-Holland,28,2,51,74119,Vlaardingen,0.0006880826778558804,0.6880826778558804,6.880826778558804
2020-04-03,GM0626,626,Voorschoten,Zuid-Holland,28,2,15,25560,Voorschoten,0.0005868544600938967,0.5868544600938967,5.868544600938967
2020-04-03,GM0627,627,Waddinxveen,Zuid-Holland,28,1,15,31451,Waddinxveen,0.00047693237098979363,0.47693237098979363,4.769323709897936
2020-04-03,GM0629,629,Wassenaar,Zuid-Holland,28,1,11,27252,Wassenaar,0.0004036400998091883,0.4036400998091883,4.0364009980918825
2020-04-03,GM0632,632,Woerden,Utrecht,26,5,59,52951,Woerden,0.0011142376914505864,1.1142376914505863,11.142376914505864
2020-04-03,GM0637,637,Zoetermeer,Zuid-Holland,28,2,45,125840,Zoetermeer,0.0003575969485060394,0.3575969485060394,3.575969485060394
2020-04-03,GM0638,638,Zoeterwoude,Zuid-Holland,28,1,4,9320,Zoeterwoude,0.00042918454935622315,0.42918454935622313,4.291845493562231
2020-04-03,GM0642,642,Zwijndrecht,Zuid-Holland,28,1,22,44728,Zwijndrecht,0.0004918619209443749,0.4918619209443749,4.918619209443749
2020-04-03,GM0654,654,Borsele,Zeeland,29,1,8,22837,Borsele,0.0003503087095502912,0.3503087095502912,3.503087095502912
2020-04-03,GM0664,664,Goes,Zeeland,29,1,27,39079,Goes,0.0006909081603930499,0.6909081603930499,6.909081603930499
2020-04-03,GM0668,668,West Maas en Waal,Gelderland,25,0,21,19673,West Maas en Waal,0.0010674528541656076,1.0674528541656076,10.674528541656075
2020-04-03,GM0677,677,Hulst,Zeeland,29,2,9,27552,Hulst,0.0003266550522648084,0.3266550522648084,3.266550522648084
2020-04-03,GM0678,678,Kapelle,Zeeland,29,2,4,13006,Kapelle,0.00030755036137167463,0.30755036137167463,3.075503613716746
2020-04-03,GM0687,687,Middelburg,Zeeland,29,2,21,49248,Middelburg,0.00042641325536062376,0.42641325536062374,4.264132553606237
2020-04-03,GM0703,703,Reimerswaal,Zeeland,29,1,8,22916,Reimerswaal,0.00034910106475824753,0.34910106475824754,3.4910106475824754
2020-04-03,GM0715,715,Terneuzen,Zeeland,29,4,33,54509,Terneuzen,0.0006054046120824084,0.6054046120824085,6.0540461208240846
2020-04-03,GM0716,716,Tholen,Zeeland,29,7,53,26442,Tholen,0.0020043869601391725,2.0043869601391724,20.043869601391727
2020-04-03,GM0717,717,Veere,Zeeland,29,1,11,21816,Veere,0.0005042170883755042,0.5042170883755043,5.042170883755042
2020-04-03,GM0718,718,Vlissingen,Zeeland,29,2,18,44541,Vlissingen,0.00040412204485754696,0.40412204485754694,4.041220448575469
2020-04-03,GM0736,736,De Ronde Venen,Utrecht,26,1,35,45063,De Ronde Venen,0.0007766904112020949,0.7766904112020948,7.766904112020948
2020-04-03,GM0737,737,Tytsjerksteradiel,Friesland,21,3,11,32287,Tytsjerksteradiel,0.00034069439712577817,0.34069439712577815,3.406943971257782
2020-04-03,GM0743,743,Asten,Noord-Brabant,30,2,22,17071,Asten,0.0012887352820572901,1.2887352820572902,12.887352820572902
2020-04-03,GM0744,744,Baarle-Nassau,Noord-Brabant,30,0,13,6953,Baarle-Nassau,0.001869696533870272,1.8696965338702718,18.696965338702718
2020-04-03,GM0748,748,Bergen op Zoom,Noord-Brabant,30,2,31,67959,Bergen op Zoom,0.00045615738901396433,0.45615738901396435,4.561573890139643
2020-04-03,GM0753,753,Best,Noord-Brabant,30,1,32,30658,Best,0.0010437732402635528,1.0437732402635527,10.437732402635527
2020-04-03,GM0755,755,Boekel,Noord-Brabant,30,2,67,11060,Boekel,0.006057866184448463,6.0578661844484625,60.57866184448463
2020-04-03,GM0756,756,Boxmeer,Noord-Brabant,30,0,36,,,,,
2020-04-03,GM0757,757,Boxtel,Noord-Brabant,30,0,27,33116,Boxtel,0.0008153158594033095,0.8153158594033095,8.153158594033096
2020-04-03,GM0758,758,Breda,Noord-Brabant,30,8,290,184841,Breda,0.00156891598725391,1.56891598725391,15.6891598725391
2020-04-03,GM0762,762,Deurne,Noord-Brabant,30,3,73,32597,Deurne,0.0022394698898671656,2.2394698898671654,22.394698898671656
2020-04-03,GM0765,765,Pekela,Groningen,20,0,4,12188,Pekela,0.0003281916639317361,0.3281916639317361,3.281916639317361
2020-04-03,GM0766,766,Dongen,Noord-Brabant,30,1,32,26604,Dongen,0.0012028266426101339,1.202826642610134,12.02826642610134
2020-04-03,GM0770,770,Eersel,Noord-Brabant,30,4,31,19852,Eersel,0.0015615555107797703,1.5615555107797703,15.615555107797704
2020-04-03,GM0772,772,Eindhoven,Noord-Brabant,30,9,201,238657,Eindhoven,0.0008422128829240291,0.8422128829240291,8.422128829240291
2020-04-03,GM0777,777,Etten-Leur,Noord-Brabant,30,8,73,44165,Etten-Leur,0.001652892561983471,1.6528925619834711,16.52892561983471
2020-04-03,GM0779,779,Geertruidenberg,Noord-Brabant,30,1,17,21924,Geertruidenberg,0.0007754059478197409,0.7754059478197409,7.7540594781974095
2020-04-03,GM0784,784,Gilze en Rijen,Noord-Brabant,30,2,33,26545,Gilze en Rijen,0.0012431719721228104,1.2431719721228103,12.431719721228104
2020-04-03,GM0785,785,Goirle,Noord-Brabant,30,3,42,24010,Goirle,0.001749271137026239,1.749271137026239,17.49271137026239
2020-04-03,GM0786,786,Grave,Noord-Brabant,30,1,30,,,,,
2020-04-03,GM0788,788,Haaren,Noord-Brabant,30,2,25,,,,,
2020-04-03,GM0794,794,Helmond,Noord-Brabant,30,5,129,93676,Helmond,0.0013770869806567316,1.3770869806567316,13.770869806567315
2020-04-03,GM0796,796,'s-Hertogenbosch,Noord-Brabant,30,7,188,156697,'s-Hertogenbosch,0.001199767704550821,1.1997677045508208,11.99767704550821
2020-04-03,GM0797,797,Heusden,Noord-Brabant,30,2,56,45576,Heusden,0.0012287168685272951,1.2287168685272951,12.28716868527295
2020-04-03,GM0798,798,Hilvarenbeek,Noord-Brabant,30,0,18,15819,Hilvarenbeek,0.0011378721790252229,1.1378721790252229,11.378721790252229
2020-04-03,GM0809,809,Loon op Zand,Noord-Brabant,30,0,34,23782,Loon op Zand,0.0014296526784963418,1.4296526784963417,14.296526784963419
2020-04-03,GM0815,815,Mill en Sint Hubert,Noord-Brabant,30,0,13,,,,,
2020-04-03,GM0823,823,Oirschot,Noord-Brabant,30,4,25,19083,Oirschot,0.00131006655138081,1.31006655138081,13.100665513808101
2020-04-03,GM0824,824,Oisterwijk,Noord-Brabant,30,2,31,32534,Oisterwijk,0.0009528493268580562,0.9528493268580562,9.528493268580561
2020-04-03,GM0826,826,Oosterhout,Noord-Brabant,30,0,48,56578,Oosterhout,0.0008483862985612783,0.8483862985612782,8.483862985612783
2020-04-03,GM0828,828,Oss,Noord-Brabant,30,10,218,93456,Oss,0.002332648519089197,2.3326485190891972,23.326485190891972
2020-04-03,GM0840,840,Rucphen,Noord-Brabant,30,1,16,23361,Rucphen,0.0006849021874063611,0.6849021874063611,6.84902187406361
2020-04-03,GM0845,845,Sint-Michielsgestel,Noord-Brabant,30,1,43,29743,Sint-Michielsgestel,0.00144571832027704,1.44571832027704,14.4571832027704
2020-04-03,GM0847,847,Someren,Noord-Brabant,30,2,39,19742,Someren,0.001975483740249215,1.975483740249215,19.75483740249215
2020-04-03,GM0848,848,Son en Breugel,Noord-Brabant,30,1,28,17812,Son en Breugel,0.001571973950145969,1.571973950145969,15.71973950145969
2020-04-03,GM0851,851,Steenbergen,Noord-Brabant,30,0,21,24328,Steenbergen,0.0008632028937849392,0.8632028937849392,8.632028937849391
2020-04-03,GM0852,852,Waterland,Noord-Holland,27,1,16,17347,Waterland,0.0009223496858246382,0.9223496858246383,9.223496858246381
2020-04-03,GM0855,855,Tilburg,Noord-Brabant,30,8,379,225050,Tilburg,0.0016840702066207509,1.684070206620751,16.84070206620751
2020-04-03,GM0856,856,Uden,Noord-Brabant,30,2,173,,,,,
2020-04-03,GM0858,858,Valkenswaard,Noord-Brabant,30,5,55,31275,Valkenswaard,0.0017585931254996002,1.7585931254996001,17.585931254996
2020-04-03,GM0861,861,Veldhoven,Noord-Brabant,30,5,41,45888,Veldhoven,0.0008934797768479776,0.8934797768479776,8.934797768479775
2020-04-03,GM0865,865,Vught,Noord-Brabant,30,4,50,31853,Vught,0.0015697108592597243,1.5697108592597244,15.697108592597244
2020-04-03,GM0866,866,Waalre,Noord-Brabant,30,0,14,17727,Waalre,0.0007897557398318948,0.7897557398318948,7.897557398318948
2020-04-03,GM0867,867,Waalwijk,Noord-Brabant,30,3,65,49357,Waalwijk,0.0013169357943148895,1.3169357943148894,13.169357943148894
2020-04-03,GM0873,873,Woensdrecht,Noord-Brabant,30,0,7,22099,Woensdrecht,0.0003167564143173899,0.31675641431738993,3.1675641431738994
2020-04-03,GM0879,879,Zundert,Noord-Brabant,30,1,31,22202,Zundert,0.001396270606251689,1.396270606251689,13.96270606251689
2020-04-03,GM0880,880,Wormerland,Noord-Holland,27,1,17,16374,Wormerland,0.0010382313423720532,1.038231342372053,10.382313423720532
2020-04-03,GM0882,882,Landgraaf,Limburg,31,1,45,37026,Landgraaf,0.0012153621779290229,1.215362177929023,12.153621779290228
2020-04-03,GM0888,888,Beek,Limburg,31,0,20,15809,Beek,0.0012651021569991777,1.2651021569991776,12.651021569991777
2020-04-03,GM0889,889,Beesel,Limburg,31,0,18,13396,Beesel,0.0013436846819946252,1.3436846819946253,13.436846819946252
2020-04-03,GM0893,893,Bergen (L.),Limburg,31,1,6,13079,Bergen (L.),0.0004587506690113923,0.4587506690113923,4.587506690113923
2020-04-03,GM0899,899,Brunssum,Limburg,31,1,35,27684,Brunssum,0.0012642681693396907,1.2642681693396907,12.642681693396908
2020-04-03,GM0907,907,Gennep,Limburg,31,1,25,17199,Gennep,0.0014535728821443107,1.4535728821443108,14.535728821443106
2020-04-03,GM0917,917,Heerlen,Limburg,31,6,114,86900,Heerlen,0.0013118527042577676,1.3118527042577677,13.118527042577677
2020-04-03,GM0928,928,Kerkrade,Limburg,31,1,48,45255,Kerkrade,0.0010606562810739145,1.0606562810739144,10.606562810739145
2020-04-03,GM0935,935,Maastricht,Limburg,31,27,247,120922,Maastricht,0.002042639056581929,2.042639056581929,20.42639056581929
2020-04-03,GM0938,938,Meerssen,Limburg,31,3,25,18541,Meerssen,0.0013483630872121245,1.3483630872121244,13.483630872121244
2020-04-03,GM0944,944,Mook en Middelaar,Limburg,31,1,14,8000,Mook en Middelaar,0.00175,1.75,17.5
2020-04-03,GM0946,946,Nederweert,Limburg,31,0,34,17339,Nederweert,0.0019608973989272737,1.9608973989272738,19.608973989272737
2020-04-03,GM0957,957,Roermond,Limburg,31,5,60,59150,Roermond,0.0010143702451394759,1.0143702451394758,10.14370245139476
2020-04-03,GM0965,965,Simpelveld,Limburg,31,1,21,10420,Simpelveld,0.002015355086372361,2.015355086372361,20.15355086372361
2020-04-03,GM0971,971,Stein,Limburg,31,2,38,24817,Stein,0.0015312084458234275,1.5312084458234274,15.312084458234274
2020-04-03,GM0981,981,Vaals,Limburg,31,1,11,10084,Vaals,0.001090836969456565,1.090836969456565,10.90836969456565
2020-04-03,GM0983,983,Venlo,Limburg,31,8,126,102182,Venlo,0.0012330938912920083,1.2330938912920082,12.330938912920082
2020-04-03,GM0984,984,Venray,Limburg,31,0,42,44001,Venray,0.0009545237608236176,0.9545237608236177,9.545237608236176
2020-04-03,GM0986,986,Voerendaal,Limburg,31,2,17,12403,Voerendaal,0.0013706361364186083,1.3706361364186084,13.706361364186083
2020-04-03,GM0988,988,Weert,Limburg,31,2,55,50356,Weert,0.0010922233696083882,1.0922233696083883,10.922233696083882
2020-04-03,GM0994,994,Valkenburg aan de Geul,Limburg,31,6,27,16149,Valkenburg aan de Geul,0.0016719301504737136,1.6719301504737136,16.719301504737135
2020-04-03,GM0995,995,Lelystad,Flevoland,24,4,46,81341,Lelystad,0.000565520463235023,0.5655204632350229,5.655204632350229
2020-04-03,GM1507,1507,Horst aan de Maas,Limburg,31,4,53,43080,Horst aan de Maas,0.0012302692664809657,1.2302692664809658,12.302692664809657
2020-04-03,GM1509,1509,Oude IJsselstreek,Gelderland,25,3,18,39346,Oude IJsselstreek,0.0004574797946424033,0.4574797946424033,4.574797946424033
2020-04-03,GM1525,1525,Teylingen,Zuid-Holland,28,2,21,37949,Teylingen,0.0005533742654615405,0.5533742654615404,5.533742654615405
2020-04-03,GM1581,1581,Utrechtse Heuvelrug,Utrecht,26,2,42,50003,Utrechtse Heuvelrug,0.0008399496030238186,0.8399496030238186,8.399496030238186
2020-04-03,GM1586,1586,Oost Gelre,Gelderland,25,0,18,29624,Oost Gelre,0.0006076154469349176,0.6076154469349176,6.076154469349176
2020-04-03,GM1598,1598,Koggenland,Noord-Holland,27,0,13,23030,Koggenland,0.0005644811115935736,0.5644811115935736,5.644811115935736
2020-04-03,GM1621,1621,Lansingerland,Zuid-Holland,28,6,72,64167,Lansingerland,0.0011220720931319837,1.1220720931319836,11.220720931319837
2020-04-03,GM1640,1640,Leudal,Limburg,31,4,67,35938,Leudal,0.0018643218876954755,1.8643218876954755,18.643218876954755
2020-04-03,GM1641,1641,Maasgouw,Limburg,31,3,29,24021,Maasgouw,0.0012072769659880937,1.2072769659880938,12.072769659880937
2020-04-03,GM1652,1652,Gemert-Bakel,Noord-Brabant,30,2,105,31107,Gemert-Bakel,0.003375446041084,3.3754460410840004,33.754460410840004
2020-04-03,GM1655,1655,Halderberge,Noord-Brabant,30,1,20,30767,Halderberge,0.0006500471284168102,0.6500471284168102,6.5004712841681025
2020-04-03,GM1658,1658,Heeze-Leende,Noord-Brabant,30,0,19,16485,Heeze-Leende,0.0011525629360024264,1.1525629360024263,11.525629360024263
2020-04-03,GM1659,1659,Laarbeek,Noord-Brabant,30,2,58,22952,Laarbeek,0.0025270128964796097,2.5270128964796097,25.270128964796097
2020-04-03,GM1667,1667,Reusel-De Mierden,Noord-Brabant,30,1,11,13309,Reusel-De Mierden,0.0008265083777894657,0.8265083777894657,8.265083777894658
2020-04-03,GM1669,1669,Roerdalen,Limburg,31,1,26,20549,Roerdalen,0.0012652683828896782,1.2652683828896782,12.652683828896782
2020-04-03,GM1674,1674,Roosendaal,Noord-Brabant,30,9,41,77208,Roosendaal,0.0005310330535695783,0.5310330535695783,5.310330535695783
2020-04-03,GM1676,1676,Schouwen-Duiveland,Zeeland,29,0,13,34175,Schouwen-Duiveland,0.00038039502560351134,0.38039502560351135,3.8039502560351135
2020-04-03,GM1680,1680,Aa en Hunze,Drenthe,22,0,6,25563,Aa en Hunze,0.0002347142354183781,0.2347142354183781,2.3471423541837813
2020-04-03,GM1681,1681,Borger-Odoorn,Drenthe,22,0,3,25686,Borger-Odoorn,0.000116795141322121,0.11679514132212099,1.1679514132212099
2020-04-03,GM1684,1684,Cuijk,Noord-Brabant,30,2,23,,,,,
2020-04-03,GM1685,1685,Landerd,Noord-Brabant,30,4,59,,,,,
2020-04-03,GM1690,1690,De Wolden,Drenthe,22,2,10,24485,De Wolden,0.0004084133142740453,0.4084133142740453,4.084133142740453
2020-04-03,GM1695,1695,Noord-Beveland,Zeeland,29,0,3,7678,Noord-Beveland,0.00039072675175827037,0.3907267517582704,3.907267517582704
2020-04-03,GM1696,1696,Wijdemeren,Noord-Holland,27,0,9,24536,Wijdemeren,0.0003668079556569938,0.36680795565699376,3.668079556569938
2020-04-03,GM1699,1699,Noordenveld,Drenthe,22,0,6,31280,Noordenveld,0.00019181585677749362,0.1918158567774936,1.9181585677749362
2020-04-03,GM1700,1700,Twenterand,Overijssel,23,3,14,33723,Twenterand,0.00041514693236070337,0.4151469323607034,4.151469323607034
2020-04-03,GM1701,1701,Westerveld,Drenthe,22,0,10,19839,Westerveld,0.0005040576641967841,0.5040576641967841,5.04057664196784
2020-04-03,GM1702,1702,Sint Anthonis,Noord-Brabant,30,0,34,,,,,
2020-04-03,GM1705,1705,Lingewaard,Gelderland,25,3,37,46989,Lingewaard,0.0007874183319500308,0.7874183319500309,7.874183319500308
2020-04-03,GM1706,1706,Cranendonck,Noord-Brabant,30,5,74,20632,Cranendonck,0.003586661496704149,3.586661496704149,35.866614967041485
2020-04-03,GM1708,1708,Steenwijkerland,Overijssel,23,3,18,44785,Steenwijkerland,0.00040192028580998104,0.40192028580998107,4.019202858099811
2020-04-03,GM1709,1709,Moerdijk,Noord-Brabant,30,0,18,37312,Moerdijk,0.00048241852487135507,0.48241852487135506,4.824185248713551
2020-04-03,GM1711,1711,Echt-Susteren,Limburg,31,1,40,31777,Echt-Susteren,0.0012587720678478144,1.2587720678478145,12.587720678478144
2020-04-03,GM1714,1714,Sluis,Zeeland,29,0,8,23145,Sluis,0.0003456470079930871,0.34564700799308706,3.4564700799308707
2020-04-03,GM1719,1719,Drimmelen,Noord-Brabant,30,0,31,27581,Drimmelen,0.0011239621478554077,1.1239621478554076,11.239621478554076
2020-04-03,GM1721,1721,Bernheze,Noord-Brabant,30,9,143,31785,Bernheze,0.004498977505112475,4.4989775051124745,44.989775051124745
2020-04-03,GM1723,1723,Alphen-Chaam,Noord-Brabant,30,0,30,10444,Alphen-Chaam,0.002872462657985446,2.872462657985446,28.724626579854462
2020-04-03,GM1724,1724,Bergeijk,Noord-Brabant,30,1,20,18869,Bergeijk,0.0010599395834437436,1.0599395834437435,10.599395834437436
2020-04-03,GM1728,1728,Bladel,Noord-Brabant,30,1,27,20737,Bladel,0.0013020205429907894,1.3020205429907894,13.020205429907893
2020-04-03,GM1729,1729,Gulpen-Wittem,Limburg,31,1,16,14161,Gulpen-Wittem,0.0011298637101899583,1.1298637101899582,11.298637101899583
2020-04-03,GM1730,1730,Tynaarlo,Drenthe,22,2,25,34330,Tynaarlo,0.0007282260413632391,0.7282260413632391,7.282260413632391
2020-04-03,GM1731,1731,Midden-Drenthe,Drenthe,22,2,11,33729,Midden-Drenthe,0.0003261288505440422,0.3261288505440422,3.2612885054404224
2020-04-03,GM1734,1734,Overbetuwe,Gelderland,25,3,73,48233,Overbetuwe,0.0015134866170464206,1.5134866170464205,15.134866170464205
2020-04-03,GM1735,1735,Hof van Twente,Overijssel,23,1,21,35104,Hof van Twente,0.0005982224247948951,0.5982224247948952,5.982224247948952
2020-04-03,GM1740,1740,Neder-Betuwe,Gelderland,25,0,41,25050,Neder-Betuwe,0.0016367265469061877,1.6367265469061876,16.367265469061877
2020-04-03,GM1742,1742,Rijssen-Holten,Overijssel,23,4,38,38261,Rijssen-Holten,0.0009931784323462534,0.9931784323462534,9.931784323462534
2020-04-03,GM1771,1771,Geldrop-Mierlo,Noord-Brabant,30,2,40,40174,Geldrop-Mierlo,0.0009956688405436352,0.9956688405436352,9.956688405436353
2020-04-03,GM1773,1773,Olst-Wijhe,Overijssel,23,0,16,18534,Olst-Wijhe,0.0008632782993417503,0.8632782993417503,8.632782993417502
2020-04-03,GM1774,1774,Dinkelland,Overijssel,23,1,42,26594,Dinkelland,0.0015793036023163118,1.5793036023163118,15.793036023163118
2020-04-03,GM1783,1783,Westland,Zuid-Holland,28,10,77,112616,Westland,0.0006837394331178519,0.6837394331178519,6.837394331178518
2020-04-03,GM1842,1842,Midden-Delfland,Zuid-Holland,28,2,9,19466,Midden-Delfland,0.00046234460084249463,0.4623446008424946,4.6234460084249465
2020-04-03,GM1859,1859,Berkelland,Gelderland,25,1,11,43790,Berkelland,0.00025119890385932864,0.25119890385932864,2.5119890385932866
2020-04-03,GM1876,1876,Bronckhorst,Gelderland,25,1,14,36110,Bronckhorst,0.0003877042370534478,0.38770423705344775,3.8770423705344776
2020-04-03,GM1883,1883,Sittard-Geleen,Limburg,31,6,142,91724,Sittard-Geleen,0.0015481226287558326,1.5481226287558327,15.481226287558327
2020-04-03,GM1884,1884,Kaag en Braassem,Zuid-Holland,28,2,11,27916,Kaag en Braassem,0.00039403926063906003,0.39403926063906003,3.9403926063906005
2020-04-03,GM1891,1891,Dantumadiel,Friesland,21,0,5,18958,Dantumadiel,0.0002637409009389176,0.2637409009389176,2.637409009389176
2020-04-03,GM1892,1892,Zuidplas,Zuid-Holland,28,2,31,45877,Zuidplas,0.0006757198596246486,0.6757198596246485,6.757198596246486
2020-04-03,GM1894,1894,Peel en Maas,Limburg,31,12,172,44374,Peel en Maas,0.003876143687745076,3.876143687745076,38.76143687745076
2020-04-03,GM1895,1895,Oldambt,Groningen,20,0,3,38531,Oldambt,0.00007785938594897615,0.07785938594897615,0.7785938594897615
