Datum,MunicipalityCode,infectionsPer10000
2020-04-19,GM1900,7.529870331203561
2020-04-19,GM1901,9.771623206209169
2020-04-19,GM1903,48.74840407010485
2020-04-19,GM1904,11.965025310630466
2020-04-19,GM1911,11.280894267254642
2020-04-19,GM1916,9.123255177447312
2020-04-19,GM1924,45.64868147799851
2020-04-19,GM1926,14.109098604962876
2020-04-19,GM1930,14.01988274279888
2020-04-19,GM1931,20.47208272821123
2020-04-19,GM1940,9.868039162571108
2020-04-19,GM1942,13.904668238007224
2020-04-19,GM1945,38.02281368821293
2020-04-19,GM1948,52.24900521280584
2020-04-19,GM1949,15.733097696071036
2020-04-19,GM1950,1.8756799339760664
2020-04-19,GM1952,4.26950424487249
2020-04-19,GM1954,27.552809551640642
2020-04-19,GM1955,16.77437096108896
2020-04-19,GM1959,17.17610768367919
2020-04-19,GM1960,25.187948239727742
2020-04-19,GM1961,30.021880353477957
2020-04-19,GM1963,21.276116714697405
2020-04-19,GM1966,4.999895835503427
2020-04-19,GM1969,8.2386407797174
2020-04-19,GM1970,5.042532666842059
2020-04-19,GM1978,19.242817506488855
2020-04-19,GM1979,4.169592696629214
2020-04-20,GM0014,6.341801837845661
2020-04-20,GM0034,10.992332847838632
2020-04-20,GM0037,1.254665788400615
2020-04-20,GM0047,2.9127981066812305
2020-04-20,GM0050,11.080804636890555
2020-04-20,GM0059,2.503845190828773
2020-04-20,GM0060,0
2020-04-20,GM0072,8.792865217937445
2020-04-20,GM0074,15.035832145437503
2020-04-20,GM0080,3.9773450426371393
2020-04-20,GM0085,1.5555728396982187
2020-04-20,GM0086,7.049108791245678
2020-04-20,GM0088,0
2020-04-20,GM0090,6.989497831463494
2020-04-20,GM0093,4.067520846044336
2020-04-20,GM0096,0
2020-04-20,GM0098,7.992388201712655
2020-04-20,GM0106,5.067396371744198
2020-04-20,GM0109,12.686062246278755
2020-04-20,GM0114,6.669260267881954
2020-04-20,GM0118,11.07855049674791
2020-04-20,GM0119,8.057785835563614
2020-04-20,GM0141,10.797660051391397
2020-04-20,GM0147,17.846026146503426
2020-04-20,GM0148,22.616681516003013
2020-04-20,GM0150,16.740027374868294
2020-04-20,GM0153,9.729264505023668
2020-04-20,GM0158,20.200354536834727
2020-04-20,GM0160,23.42866375828082
2020-04-20,GM0163,14.445246958164342
2020-04-20,GM0164,12.878536998197005
2020-04-20,GM0166,52.27496266074096
2020-04-20,GM0168,8.642295393656555
2020-04-20,GM0171,10.373659204547812
2020-04-20,GM0173,14.474056826405715
2020-04-20,GM0175,23.83661086732759
2020-04-20,GM0177,27.511397578997013
2020-04-20,GM0180,28.938534552610257
2020-04-20,GM0183,32.773069900276234
2020-04-20,GM0184,26.50299902357372
2020-04-20,GM0189,14.993718847509827
2020-04-20,GM0193,22.070671971773976
2020-04-20,GM0197,16.591696777523783
2020-04-20,GM0200,16.230142209833414
2020-04-20,GM0202,12.414875942526427
2020-04-20,GM0203,15.49825232473785
2020-04-20,GM0209,19.43449432207911
2020-04-20,GM0213,13.41895907217483
2020-04-20,GM0214,12.115871792047583
2020-04-20,GM0216,17.394270122783084
2020-04-20,GM0221,19.026909486273443
2020-04-20,GM0222,11.776150734729406
2020-04-20,GM0225,51.58668125683915
2020-04-20,GM0226,13.650232856913442
2020-04-20,GM0228,13.322120548538313
2020-04-20,GM0230,40.45853000674309
2020-04-20,GM0232,31.910410018664578
2020-04-20,GM0233,30.438609358955553
2020-04-20,GM0243,17.409470752089135
2020-04-20,GM0244,30.864197530864196
2020-04-20,GM0246,73.0118709948524
2020-04-20,GM0252,31.918666509043625
2020-04-20,GM0262,19.069412662090006
2020-04-20,GM0263,11.320165508626747
2020-04-20,GM0267,10.577009631830046
2020-04-20,GM0268,27.800372157286592
2020-04-20,GM0269,42.546091599232504
2020-04-20,GM0273,6.902992650343119
2020-04-20,GM0274,16.28352490421456
2020-04-20,GM0275,14.7268627180266
2020-04-20,GM0277,11.396011396011396
2020-04-20,GM0279,16.477658233982748
2020-04-20,GM0281,19.860973187686195
2020-04-20,GM0285,17.98633038890443
2020-04-20,GM0289,9.736369083283403
2020-04-20,GM0293,18.7378705748511
2020-04-20,GM0294,8.921218775734285
2020-04-20,GM0296,27.601568931286618
2020-04-20,GM0297,19.306947172197997
2020-04-20,GM0299,17.68287223565225
2020-04-20,GM0301,12.002814453044163
2020-04-20,GM0302,53.48351220203308
2020-04-20,GM0303,21.15000232417608
2020-04-20,GM0307,9.06595482132514
2020-04-20,GM0308,13.665045617137574
2020-04-20,GM0310,21.156234190314127
2020-04-20,GM0312,14.664626370823768
2020-04-20,GM0313,21.05451776194956
2020-04-20,GM0317,14.796026210103573
2020-04-20,GM0321,18.884802703508598
2020-04-20,GM0327,11.05475354402393
2020-04-20,GM0331,28.885832187070154
2020-04-20,GM0335,23.166582205169043
2020-04-20,GM0339,26.609898882384247
2020-04-20,GM0340,9.875080235026909
2020-04-20,GM0342,14.6484375
2020-04-20,GM0344,18.168534524351074
2020-04-20,GM0345,15.784271784507812
2020-04-20,GM0351,15.803462394942892
2020-04-20,GM0352,10.441901261381672
2020-04-20,GM0353,27.80851000209311
2020-04-20,GM0355,16.96481315984792
2020-04-20,GM0356,12.862433944428085
2020-04-20,GM0358,10.75863764908398
2020-04-20,GM0361,17.503654113358717
2020-04-20,GM0362,27.67298316920516
2020-04-20,GM0363,17.721270378050004
2020-04-20,GM0370,2.4991409203086437
2020-04-20,GM0373,16.131200430165347
2020-04-20,GM0375,16.139368191204042
2020-04-20,GM0376,17.763423496164716
2020-04-20,GM0377,16.89260526204654
2020-04-20,GM0383,19.302357645112366
2020-04-20,GM0384,18.74355690231483
2020-04-20,GM0385,18.935755646422788
2020-04-20,GM0388,14.475659446708127
2020-04-20,GM0392,13.859503878821329
2020-04-20,GM0394,11.296456678088639
2020-04-20,GM0396,19.159535061949164
2020-04-20,GM0397,31.54688519834651
2020-04-20,GM0398,34.36318765424385
2020-04-20,GM0399,16.37331150225133
2020-04-20,GM0400,6.2105188444886075
2020-04-20,GM0402,11.541811846689896
2020-04-20,GM0405,10.753121765662593
2020-04-20,GM0406,17.089009325716518
2020-04-20,GM0415,16.428880242109813
2020-04-20,GM0416,12.495704601543219
2020-04-20,GM0417,19.013049866044422
2020-04-20,GM0420,12.533532697128283
2020-04-20,GM0431,23.797206414899122
2020-04-20,GM0432,5.772719775688603
2020-04-20,GM0437,17.621766405864523
2020-04-20,GM0439,17.94516993859725
2020-04-20,GM0441,14.085709407546526
2020-04-20,GM0448,8.035062089116144
2020-04-20,GM0450,15.516477020836412
2020-04-20,GM0451,13.546639143336343
2020-04-20,GM0453,32.577572605621455
2020-04-20,GM0457,11.246134141388898
2020-04-20,GM0473,16.898782122253948
2020-04-20,GM0479,17.855440826052423
2020-04-20,GM0482,17.88464404590392
2020-04-20,GM0484,12.121104878523525
2020-04-20,GM0489,18.475940220068978
2020-04-20,GM0498,17.494751574527644
2020-04-20,GM0501,14.647887323943662
2020-04-20,GM0502,31.21237793730771
2020-04-20,GM0503,9.747892734952885
2020-04-20,GM0505,18.64719999331042
2020-04-20,GM0512,33.28226530720059
2020-04-20,GM0513,26.70947376940821
2020-04-20,GM0518,15.710521896314168
2020-04-20,GM0523,14.593805740230259
2020-04-20,GM0530,13.786312161496799
2020-04-20,GM0531,8.499386155444329
2020-04-20,GM0532,20.507678986464935
2020-04-20,GM0534,12.558869701726845
2020-04-20,GM0537,18.5912938331318
2020-04-20,GM0542,18.68777819306174
2020-04-20,GM0546,8.698844410393923
2020-04-20,GM0547,8.381007907298764
2020-04-20,GM0553,8.259074114322974
2020-04-20,GM0556,12.497093699139734
2020-04-20,GM0569,14.683786367982515
2020-04-20,GM0575,8.335210633025456
2020-04-20,GM0579,13.315579227696405
2020-04-20,GM0589,44.26519771788314
2020-04-20,GM0590,13.374389599079345
2020-04-20,GM0597,18.487823536911897
2020-04-20,GM0599,24.164378719501233
2020-04-20,GM0603,13.806361412093674
2020-04-20,GM0606,17.302122644466454
2020-04-20,GM0610,13.106159895150721
2020-04-20,GM0613,28.087726048480185
2020-04-20,GM0614,14.71571906354515
2020-04-20,GM0622,22.53133474547687
2020-04-20,GM0626,11.345852895148669
2020-04-20,GM0627,13.672061301707418
2020-04-20,GM0629,13.94393072068105
2020-04-20,GM0632,22.662461521028874
2020-04-20,GM0637,11.363636363636363
2020-04-20,GM0638,7.510729613733906
2020-04-20,GM0642,20.792344839921302
2020-04-20,GM0654,9.195603625695144
2020-04-20,GM0664,16.632974231684535
2020-04-20,GM0668,34.56514003964825
2020-04-20,GM0677,9.073751451800232
2020-04-20,GM0678,13.07089035829617
2020-04-20,GM0687,8.325211176088368
2020-04-20,GM0703,10.473031942747426
2020-04-20,GM0715,16.69449081803005
2020-04-20,GM0716,46.51690492398457
2020-04-20,GM0717,11.459479281261459
2020-04-20,GM0718,10.103051121438675
2020-04-20,GM0736,15.533808224041897
2020-04-20,GM0737,4.6458326880787935
2020-04-20,GM0743,35.147325874289734
2020-04-20,GM0744,25.888105853588378
2020-04-20,GM0748,11.62465604261393
2020-04-20,GM0753,15.65659860395329
2020-04-20,GM0755,76.85352622061482
2020-04-20,GM0756,31.400460540087924
2020-04-20,GM0757,15.098441840802028
2020-04-20,GM0758,21.315617206139333
2020-04-20,GM0762,37.42675706353346
2020-04-20,GM0765,4.102395799146702
2020-04-20,GM0766,22.928882874755676
2020-04-20,GM0770,28.208744710860366
2020-04-20,GM0772,15.503421227954764
2020-04-20,GM0777,30.793614853390693
2020-04-20,GM0779,14.139755519065865
2020-04-20,GM0784,22.97984554530043
2020-04-20,GM0785,25.406080799666807
2020-04-20,GM0786,16.746912288046893
2020-04-20,GM0794,27.434988684401553
2020-04-20,GM0796,23.357179780085133
2020-04-20,GM0797,21.941372652273124
2020-04-20,GM0798,19.596687527656613
2020-04-20,GM0809,20.18333193171306
2020-04-20,GM0815,9.420138162026376
2020-04-20,GM0820,25.656805554351692
2020-04-20,GM0823,24.62925116595923
2020-04-20,GM0824,16.290649781766767
2020-04-20,GM0826,14.316518788221572
2020-04-20,GM0828,40.33983906865263
2020-04-20,GM0840,18.406746286545953
2020-04-20,GM0845,25.552230776989543
2020-04-20,GM0847,39.5096748049843
2020-04-20,GM0848,35.93083314619358
2020-04-20,GM0851,22.19664584018415
2020-04-20,GM0852,14.411713841009973
2020-04-20,GM0855,25.77205065540991
2020-04-20,GM0856,78.85004535622078
2020-04-20,GM0858,37.09032773780975
2020-04-20,GM0861,23.099721059972104
2020-04-20,GM0865,27.312968951119206
2020-04-20,GM0866,13.538669825689626
2020-04-20,GM0867,23.907449804485683
2020-04-20,GM0873,20.81542151228562
2020-04-20,GM0879,25.6733627601117
2020-04-20,GM0880,21.375351166483448
2020-04-20,GM0882,28.898611786312323
2020-04-20,GM0888,20.87418559048643
2020-04-20,GM0889,28.366676619886533
2020-04-20,GM0893,12.233351173637129
2020-04-20,GM0899,23.47926600202283
2020-04-20,GM0907,27.908599337170763
2020-04-20,GM0917,28.653624856156505
2020-04-20,GM0928,28.06319743674732
2020-04-20,GM0935,44.24339656968955
2020-04-20,GM0938,38.832856911709186
2020-04-20,GM0944,38.75
2020-04-20,GM0946,24.79958475113905
2020-04-20,GM0957,19.103972950126796
2020-04-20,GM0965,35.50863723608445
2020-04-20,GM0971,35.8625135995487
2020-04-20,GM0981,26.7750892502975
2020-04-20,GM0983,24.270419447652227
2020-04-20,GM0984,20.908615713279247
2020-04-20,GM0986,29.02523583004112
2020-04-20,GM0988,21.050123123361665
2020-04-20,GM0994,35.29630317666729
2020-04-20,GM0995,14.015072349737524
2020-04-20,GM1507,23.676880222841227
2020-04-20,GM1509,13.7243938392721
2020-04-20,GM1525,10.276950644285753
2020-04-20,GM1581,15.999040057596543
2020-04-20,GM1586,15.190386173372941
2020-04-20,GM1598,13.026487190620928
2020-04-20,GM1621,23.064815247712996
2020-04-20,GM1640,44.79937670432412
2020-04-20,GM1641,28.308563340410476
2020-04-20,GM1652,49.50654193589867
2020-04-20,GM1655,16.57620177462866
2020-04-20,GM1658,30.937215650591448
2020-04-20,GM1659,38.776577204600905
2020-04-20,GM1667,15.778796303253436
2020-04-20,GM1669,21.412234171979172
2020-04-20,GM1674,21.50036265671951
2020-04-20,GM1676,8.778346744696416
2020-04-20,GM1680,5.085475100731526
2020-04-20,GM1681,1.9465856887020165
2020-04-20,GM1684,16.746912288046893
2020-04-20,GM1685,38.72723466610844
2020-04-20,GM1690,14.294465999591587
2020-04-20,GM1695,6.512112529304506
2020-04-20,GM1696,8.151287903488752
2020-04-20,GM1699,5.434782608695652
2020-04-20,GM1700,13.344008540165467
2020-04-20,GM1701,14.113614597509956
2020-04-20,GM1702,19.538064336054706
2020-04-20,GM1705,16.59962970056822
2020-04-20,GM1706,73.18728189220629
2020-04-20,GM1708,16.300100480071453
2020-04-20,GM1709,14.204545454545455
2020-04-20,GM1711,23.916669289108473
2020-04-20,GM1714,6.9129401598617415
2020-04-20,GM1719,18.12842173960335
2020-04-20,GM1721,71.73194903256253
2020-04-20,GM1723,41.17196476445807
2020-04-20,GM1724,24.908580210927976
2020-04-20,GM1728,22.18257221391715
2020-04-20,GM1729,35.308240943436196
2020-04-20,GM1730,10.486454995630643
2020-04-20,GM1731,5.336653917993418
2020-04-20,GM1734,22.18398192109137
2020-04-20,GM1735,16.23746581586144
2020-04-20,GM1740,33.13373253493014
2020-04-20,GM1742,26.136274535427724
2020-04-20,GM1771,20.90904565141634
2020-04-20,GM1773,20.502859609366567
2020-04-20,GM1774,24.441603369181017
2020-04-20,GM1783,18.558641756055977
2020-04-20,GM1842,6.678310901058255
2020-04-20,GM1859,11.87485727335008
2020-04-20,GM1876,14.123511492661311
2020-04-20,GM1883,32.706816100475336
2020-04-20,GM1884,7.522567703109328
2020-04-20,GM1891,3.1648908112670116
2020-04-20,GM1892,21.14349238180352
2020-04-20,GM1894,53.635011493216744
2020-04-20,GM1895,2.0762502919726975
2020-04-20,GM1896,51.6515473761882
2020-04-20,GM1900,7.529870331203561
2020-04-20,GM1901,9.771623206209169
2020-04-20,GM1903,49.52218826169381
2020-04-20,GM1904,12.27182083141586
2020-04-20,GM1911,11.280894267254642
2020-04-20,GM1916,9.383919611088665
2020-04-20,GM1924,46.04051565377532
2020-04-20,GM1926,14.814553535211019
2020-04-20,GM1930,14.71508353996246
2020-04-20,GM1931,20.647057794264317
2020-04-20,GM1940,9.868039162571108
2020-04-20,GM1942,14.58294473742221
2020-04-20,GM1945,38.308699505417536
2020-04-20,GM1948,53.45847292606524
2020-04-20,GM1949,16.164141468566132
2020-04-20,GM1950,1.8756799339760664
2020-04-20,GM1952,4.26950424487249
2020-04-20,GM1954,27.552809551640642
2020-04-20,GM1955,17.324350336862366
2020-04-20,GM1959,17.351374088614694
2020-04-20,GM1960,25.764771481858908
2020-04-20,GM1961,31.03957121291789
2020-04-20,GM1963,21.951548991354468
2020-04-20,GM1966,5.208224828649403
2020-04-20,GM1969,8.2386407797174
2020-04-20,GM1970,5.042532666842059
2020-04-20,GM1978,19.466571198424774
2020-04-20,GM1979,4.389044943820225
2020-04-21,GM0014,6.3843642662875775
2020-04-21,GM0034,11.679353650828547
2020-04-21,GM0037,1.5683322355007685
2020-04-21,GM0047,2.9127981066812305
2020-04-21,GM0050,11.933174224343675
2020-04-21,GM0059,2.861537360947169
2020-04-21,GM0060,0
2020-04-21,GM0072,9.420927019218691
2020-04-21,GM0074,15.035832145437503
2020-04-21,GM0080,3.9773450426371393
2020-04-21,GM0085,1.9444660496227735
2020-04-21,GM0086,7.049108791245678
2020-04-21,GM0088,0
2020-04-21,GM0090,6.989497831463494
2020-04-21,GM0093,4.067520846044336
2020-04-21,GM0096,0
2020-04-21,GM0098,8.372978116079924
2020-04-21,GM0106,5.067396371744198
2020-04-21,GM0109,12.967974740640505
2020-04-21,GM0114,6.854517497545342
2020-04-21,GM0118,11.435923093417196
2020-04-21,GM0119,8.057785835563614
2020-04-21,GM0141,11.207697774861954
2020-04-21,GM0147,17.846026146503426
2020-04-21,GM0148,23.30203550133644
2020-04-21,GM0150,17.724734867507607
2020-04-21,GM0153,9.853998665344484
2020-04-21,GM0158,20.200354536834727
2020-04-21,GM0160,24.721279689772178
2020-04-21,GM0163,15.000833379632203
2020-04-21,GM0164,13.491800664777813
2020-04-21,GM0166,52.457105387781866
2020-04-21,GM0168,8.642295393656555
2020-04-21,GM0171,10.996078756820681
2020-04-21,GM0173,14.474056826405715
2020-04-21,GM0175,24.920093179478844
2020-04-21,GM0177,29.345490750930146
2020-04-21,GM0180,30.096075934714666
2020-04-21,GM0183,33.70944332599841
2020-04-21,GM0184,26.50299902357372
2020-04-21,GM0189,14.993718847509827
2020-04-21,GM0193,22.528886614786586
2020-04-21,GM0197,16.960401150357644
2020-04-21,GM0200,16.712823019047793
2020-04-21,GM0202,12.962591057637887
2020-04-21,GM0203,15.663127349469102
2020-04-21,GM0209,19.43449432207911
2020-04-21,GM0213,13.41895907217483
2020-04-21,GM0214,12.115871792047583
2020-04-21,GM0216,17.394270122783084
2020-04-21,GM0221,19.026909486273443
2020-04-21,GM0222,11.946819585957366
2020-04-21,GM0225,53.149914022197905
2020-04-21,GM0226,14.453187730849526
2020-04-21,GM0228,13.738436815680137
2020-04-21,GM0230,40.87997302764666
2020-04-21,GM0232,31.910410018664578
2020-04-21,GM0233,31.538800058676838
2020-04-21,GM0243,18.638374569883663
2020-04-21,GM0244,31.67641325536062
2020-04-21,GM0246,75.1129320306755
2020-04-21,GM0252,33.10083934271191
2020-04-21,GM0262,19.069412662090006
2020-04-21,GM0263,11.71051604340698
2020-04-21,GM0267,10.577009631830046
2020-04-21,GM0268,27.911796494590348
2020-04-21,GM0269,43.79744723450404
2020-04-21,GM0273,6.902992650343119
2020-04-21,GM0274,17.56066411238825
2020-04-21,GM0275,14.7268627180266
2020-04-21,GM0277,17.094017094017094
2020-04-21,GM0279,17.44693224774644
2020-04-21,GM0281,20.09741334468246
2020-04-21,GM0285,17.98633038890443
2020-04-21,GM0289,9.986019572598362
2020-04-21,GM0293,20.076289901626183
2020-04-21,GM0294,9.607466373867691
2020-04-21,GM0296,28.57004503413878
2020-04-21,GM0297,19.97270397123931
2020-04-21,GM0299,17.68287223565225
2020-04-21,GM0301,12.209759529820785
2020-04-21,GM0302,54.90029398221939
2020-04-21,GM0303,21.15000232417608
2020-04-21,GM0307,9.191870860510212
2020-04-21,GM0308,14.468871829910373
2020-04-21,GM0310,21.386193257600148
2020-04-21,GM0312,14.664626370823768
2020-04-21,GM0313,21.50248622496976
2020-04-21,GM0317,14.796026210103573
2020-04-21,GM0321,19.083590100387635
2020-04-21,GM0327,11.05475354402393
2020-04-21,GM0331,30.26134800550206
2020-04-21,GM0335,23.166582205169043
2020-04-21,GM0339,28.383892141209863
2020-04-21,GM0340,9.875080235026909
2020-04-21,GM0342,14.6484375
2020-04-21,GM0344,18.609652206277655
2020-04-21,GM0345,16.964404254377552
2020-04-21,GM0351,17.240140794483153
2020-04-21,GM0352,10.441901261381672
2020-04-21,GM0353,28.10752623867476
2020-04-21,GM0355,17.419227798058134
2020-04-21,GM0356,13.017403028095895
2020-04-21,GM0358,11.066027296200664
2020-04-21,GM0361,17.864554198170236
2020-04-21,GM0362,27.99727594071928
2020-04-21,GM0363,18.150192845798987
2020-04-21,GM0370,2.4991409203086437
2020-04-21,GM0373,16.46726710579379
2020-04-21,GM0375,16.139368191204042
2020-04-21,GM0376,18.570851836899475
2020-04-21,GM0377,16.89260526204654
2020-04-21,GM0383,19.578105611471113
2020-04-21,GM0384,19.680734747430574
2020-04-21,GM0385,19.484618128927796
2020-04-21,GM0388,14.475659446708127
2020-04-21,GM0392,13.982154355625058
2020-04-21,GM0394,11.359214770744687
2020-04-21,GM0396,19.159535061949164
2020-04-21,GM0397,31.54688519834651
2020-04-21,GM0398,36.54993595951392
2020-04-21,GM0399,16.782644289807614
2020-04-21,GM0400,6.2105188444886075
2020-04-21,GM0402,12.08623693379791
2020-04-21,GM0405,11.021949809804159
2020-04-21,GM0406,17.821395439675797
2020-04-21,GM0415,17.293558149589277
2020-04-21,GM0416,12.8080972165818
2020-04-21,GM0417,19.013049866044422
2020-04-21,GM0420,12.973305774220503
2020-04-21,GM0431,23.797206414899122
2020-04-21,GM0432,5.772719775688603
2020-04-21,GM0437,17.621766405864523
2020-04-21,GM0439,18.485687105422468
2020-04-21,GM0441,14.085709407546526
2020-04-21,GM0448,8.035062089116144
2020-04-21,GM0450,15.516477020836412
2020-04-21,GM0451,13.546639143336343
2020-04-21,GM0453,32.72366037515339
2020-04-21,GM0457,11.55852675642748
2020-04-21,GM0473,16.898782122253948
2020-04-21,GM0479,18.23669579030977
2020-04-21,GM0482,17.88464404590392
2020-04-21,GM0484,12.475005750889176
2020-04-21,GM0489,18.68122844473641
2020-04-21,GM0498,19.49415175447366
2020-04-21,GM0501,14.647887323943662
2020-04-21,GM0502,32.25279053521797
2020-04-21,GM0503,9.843460310785757
2020-04-21,GM0505,18.563580262398716
2020-04-21,GM0512,33.546410269956155
2020-04-21,GM0513,26.70947376940821
2020-04-21,GM0518,16.03556717692756
2020-04-21,GM0523,14.593805740230259
2020-04-21,GM0530,13.786312161496799
2020-04-21,GM0531,8.499386155444329
2020-04-21,GM0532,20.507678986464935
2020-04-21,GM0534,12.558869701726845
2020-04-21,GM0537,20.707376058041113
2020-04-21,GM0542,19.027555978390133
2020-04-21,GM0546,8.858456234437847
2020-04-21,GM0547,8.381007907298764
2020-04-21,GM0553,8.69376222560313
2020-04-21,GM0556,13.078353871192746
2020-04-21,GM0569,15.025269771889088
2020-04-21,GM0575,8.335210633025456
2020-04-21,GM0579,13.315579227696405
2020-04-21,GM0589,45.248868778280546
2020-04-21,GM0590,13.374389599079345
2020-04-21,GM0597,18.700327255726975
2020-04-21,GM0599,24.68240449280706
2020-04-21,GM0603,14.330653617616218
2020-04-21,GM0606,18.806655048333102
2020-04-21,GM0610,13.491635186184565
2020-04-21,GM0613,28.85725278953444
2020-04-21,GM0614,14.71571906354515
2020-04-21,GM0622,22.936089261862683
2020-04-21,GM0626,12.1283255086072
2020-04-21,GM0627,13.990016215700615
2020-04-21,GM0629,14.310876265962133
2020-04-21,GM0632,23.040169213046024
2020-04-21,GM0637,11.602034329307056
2020-04-21,GM0638,7.510729613733906
2020-04-21,GM0642,21.463065641209084
2020-04-21,GM0654,9.195603625695144
2020-04-21,GM0664,16.632974231684535
2020-04-21,GM0668,35.58176180552026
2020-04-21,GM0677,9.436701509872242
2020-04-21,GM0678,13.07089035829617
2020-04-21,GM0687,8.325211176088368
2020-04-21,GM0703,10.473031942747426
2020-04-21,GM0715,16.69449081803005
2020-04-21,GM0716,47.273277361772934
2020-04-21,GM0717,11.459479281261459
2020-04-21,GM0718,10.327563368581757
2020-04-21,GM0736,15.97763131615738
2020-04-21,GM0737,4.6458326880787935
2020-04-21,GM0743,35.147325874289734
2020-04-21,GM0744,25.888105853588378
2020-04-21,GM0748,12.066098677143572
2020-04-21,GM0753,15.65659860395329
2020-04-21,GM0755,76.85352622061482
2020-04-21,GM0756,31.400460540087924
2020-04-21,GM0757,15.400410677618071
2020-04-21,GM0758,21.5320194112778
2020-04-21,GM0762,38.347087155259686
2020-04-21,GM0765,4.102395799146702
2020-04-21,GM0766,22.928882874755676
2020-04-21,GM0770,28.208744710860366
2020-04-21,GM0772,15.67102578177049
2020-04-21,GM0777,31.699309407902184
2020-04-21,GM0779,14.595876664842182
2020-04-21,GM0784,23.733283104162744
2020-04-21,GM0785,26.239067055393587
2020-04-21,GM0786,18.142488312050798
2020-04-21,GM0794,27.648490541867716
2020-04-21,GM0796,23.867719228830165
2020-04-21,GM0797,23.916096190977708
2020-04-21,GM0798,19.596687527656613
2020-04-21,GM0809,20.603818013623748
2020-04-21,GM0815,9.769032168027353
2020-04-21,GM0820,26.168620851767972
2020-04-21,GM0823,25.153277786511556
2020-04-21,GM0824,16.598020532366142
2020-04-21,GM0826,14.49326593375517
2020-04-21,GM0828,41.088854648176685
2020-04-21,GM0840,18.83481015367493
2020-04-21,GM0845,25.888444339844668
2020-04-21,GM0847,40.01620909735589
2020-04-21,GM0848,35.93083314619358
2020-04-21,GM0851,23.42979283130549
2020-04-21,GM0852,14.988182394650373
2020-04-21,GM0855,26.527438347033993
2020-04-21,GM0856,80.94340939222663
2020-04-21,GM0858,37.72981614708233
2020-04-21,GM0861,23.317642956764296
2020-04-21,GM0865,27.62691112297115
2020-04-21,GM0866,14.102781068426694
2020-04-21,GM0867,24.92047733857406
2020-04-21,GM0873,22.625458165527853
2020-04-21,GM0879,27.02459237906495
2020-04-21,GM0880,21.375351166483448
2020-04-21,GM0882,29.438772754280777
2020-04-21,GM0888,22.7718388259852
2020-04-21,GM0889,28.366676619886533
2020-04-21,GM0893,12.997935621989448
2020-04-21,GM0899,24.924143909839618
2020-04-21,GM0907,27.908599337170763
2020-04-21,GM0917,30.609896432681243
2020-04-21,GM0928,28.72610761241852
2020-04-21,GM0935,45.48386563239113
2020-04-21,GM0938,39.91154738147888
2020-04-21,GM0944,38.75
2020-04-21,GM0946,24.79958475113905
2020-04-21,GM0957,19.44209636517329
2020-04-21,GM0965,35.50863723608445
2020-04-21,GM0971,36.66841278156103
2020-04-21,GM0981,26.7750892502975
2020-04-21,GM0983,24.955471609481123
2020-04-21,GM0984,20.908615713279247
2020-04-21,GM0986,30.63774893171007
2020-04-21,GM0988,21.050123123361665
2020-04-21,GM0994,37.77323673292464
2020-04-21,GM0995,14.138011580875572
2020-04-21,GM1507,23.676880222841227
2020-04-21,GM1509,13.9785492807401
2020-04-21,GM1525,10.540462199267438
2020-04-21,GM1581,16.39901605903646
2020-04-21,GM1586,15.190386173372941
2020-04-21,GM1598,13.026487190620928
2020-04-21,GM1621,23.22065859398133
2020-04-21,GM1640,44.79937670432412
2020-04-21,GM1641,29.141168144540195
2020-04-21,GM1652,49.50654193589867
2020-04-21,GM1655,16.57620177462866
2020-04-21,GM1658,30.937215650591448
2020-04-21,GM1659,39.21226908330429
2020-04-21,GM1667,15.778796303253436
2020-04-21,GM1669,20.92559248625237
2020-04-21,GM1674,21.75940317065589
2020-04-21,GM1676,8.778346744696416
2020-04-21,GM1680,5.085475100731526
2020-04-21,GM1681,2.3359028264424198
2020-04-21,GM1684,16.746912288046893
2020-04-21,GM1685,39.42502267811039
2020-04-21,GM1690,14.294465999591587
2020-04-21,GM1695,6.512112529304506
2020-04-21,GM1696,8.151287903488752
2020-04-21,GM1699,5.434782608695652
2020-04-21,GM1700,13.937075586395041
2020-04-21,GM1701,14.113614597509956
2020-04-21,GM1702,19.538064336054706
2020-04-21,GM1705,17.66370852752772
2020-04-21,GM1706,73.67196587824738
2020-04-21,GM1708,16.96996762308809
2020-04-21,GM1709,14.204545454545455
2020-04-21,GM1711,23.601976272146523
2020-04-21,GM1714,6.9129401598617415
2020-04-21,GM1719,19.21612704397955
2020-04-21,GM1721,73.30501809029415
2020-04-21,GM1723,41.17196476445807
2020-04-21,GM1724,24.908580210927976
2020-04-21,GM1728,23.14703187539181
2020-04-21,GM1729,41.66372431325472
2020-04-21,GM1730,10.486454995630643
2020-04-21,GM1731,5.336653917993418
2020-04-21,GM1734,22.391308854933342
2020-04-21,GM1735,16.23746581586144
2020-04-21,GM1740,33.93213572854291
2020-04-21,GM1742,26.920362771490552
2020-04-21,GM1771,21.406880071688157
2020-04-21,GM1773,21.581957483543757
2020-04-21,GM1774,24.81762803639919
2020-04-21,GM1783,18.736236414008665
2020-04-21,GM1842,7.192027124216583
2020-04-21,GM1859,11.87485727335008
2020-04-21,GM1876,14.123511492661311
2020-04-21,GM1883,33.36095242248484
2020-04-21,GM1884,7.522567703109328
2020-04-21,GM1891,3.1648908112670116
